customer_id,signup_date,country,age,acquisition_channel
C101143,2024-08-14,United Kingdom,49.0,Referral
C101144,2023-08-20,USA,20.0,Referral
C101145,2023-12-04,Ireland,53.0,Referral
C101146,2024-01-07,United Kingdom,56.0,Direct
C101147,2024-06-22,United Kingdom,21.0,Paid Social
C101148,2024-04-27,United Kingdom,64.0,Paid Search
C101149,2024-08-19,United States,29.0,Direct
C101150,2023-09-16,USA,68.0,Direct
C101151,2023-12-20,France,,Direct
C101152,2023-10-29,Germany,36.0,Paid Social
C101153,2024-09-28,France,21.0,Paid Social
C101154,2023-08-02,France,19.0,Paid Social
C101155,2024-02-15,United Kingdom,60.0,Organic Search
C101156,2023-03-26,United States,39.0,Email
C101157,2024-08-18,united kingdom,65.0,Organic Search
C101158,2023-09-26,united kingdom,31.0,Organic Search
C101159,2023-08-27,Spain,70.0,Paid Search
C101160,2024-02-13,Germany,71.0,Referral
C101161,2023-12-16,Ireland,23.0,Email
C101162,2024-08-16,United States,54.0,Paid Social
C101163,2024-01-07,United States,71.0,Email
C101164,2023-12-28,United States,36.0,Paid Search
C101165,2023-03-15,United Kingdom,21.0,Referral
C101166,2023-01-16,United Kingdom,,Referral
C101167,2023-10-06,United States,45.0,Email
C101168,2024-11-29,United Kingdom,19.0,Paid Social
C101169,2024-10-04,Spain,65.0,Referral
C101170,2024-03-16,United Kingdom,56.0,Paid Search
C101171,2024-03-17,United Kingdom,22.0,Paid Social
C101172,2023-10-02,Germany,32.0,Paid Social
C101173,2023-05-05,United Kingdom,19.0,Paid Social
C101174,2023-01-06,Spain,72.0,Paid Social
C101175,2023-08-26,Germany,19.0,Paid Search
C101176,2023-08-10,United Kingdom,63.0,Direct
C101177,2023-05-15,Germany,47.0,Paid Social
C101178,2023-07-01,Germany,51.0,Paid Social
C101179,2023-01-18,Germany,,Paid Social
C101180,2024-03-01,France,69.0,Organic Search
C101181,2024-10-11,Germany,25.0,Email
C101182,2024-04-28,USA,19.0,Direct
C101183,2023-11-10,united kingdom,25.0,Referral
C101184,2023-10-22,Germany,56.0,Organic Search
C101185,2023-08-04,Spain,50.0,Direct
C101186,2023-04-10,USA,22.0,Direct
C101187,2024-02-23,Germany,31.0,Paid Social
C101188,2024-02-01,United States,48.0,Referral
C101189,2023-01-06,Germany,59.0,Referral
C101190,2023-10-18,Ireland,37.0,Direct
C101191,2023-07-14,United Kingdom,72.0,Organic Search
C101192,2023-04-30,United Kingdom,74.0,Organic Search
C101193,2024-05-07,United States,61.0,Email
C101194,2024-01-04,United States,,Organic Search
C101195,2024-03-19,United States,67.0,Paid Social
C101196,2024-05-14,United Kingdom,59.0,Direct
C101197,2024-11-18,United States,47.0,Organic Search
C101198,2024-07-15,USA,43.0,Email
C101199,2024-03-10,USA,65.0,Paid Search
C101200,2024-09-07,Germany,49.0,Email
C101201,2023-12-01,Germany,28.0,Email
C101202,2024-11-20,Germany,74.0,Email
C101203,2024-06-17,France,21.0,Organic Search
C101204,2024-03-31,USA,57.0,Organic Search
C101205,2024-09-24,United States,55.0,Referral
C101206,2023-12-27,USA,51.0,Paid Social
C101207,2024-05-19,United Kingdom,20.0,Paid Social
C101208,2023-07-19,United Kingdom,46.0,Organic Search
C101209,2024-11-05,United States,68.0,Direct
C101210,2024-03-12,France,31.0,Organic Search
C101211,2024-07-01,Germany,57.0,Direct
C101212,2023-11-19,United Kingdom,66.0,Paid Social
C101213,2024-08-29,USA,72.0,Email
C101214,2023-02-21,United Kingdom,47.0,Organic Search
C101215,2023-03-21,Germany,35.0,Organic Search
C101216,2023-12-21,France,57.0,Email
C101217,2024-05-27,USA,45.0,Referral
C101218,2024-07-20,USA,53.0,Organic Search
C101219,2023-11-05,UK,60.0,Paid Social
C101220,2024-03-30,United States,58.0,Paid Social
C101221,2024-01-23,France,31.0,Organic Search
C101222,2024-11-04,Germany,61.0,Email
C101223,2024-04-02,United States,48.0,Organic Search
C101224,2023-10-19,UK,71.0,Email
C101225,2024-11-09,United Kingdom,55.0,Organic Search
C101226,2023-03-17,United Kingdom,68.0,Email
C101227,2024-11-20,United Kingdom,73.0,Paid Social
C101228,2023-04-18,UK,74.0,Email
C101229,2023-07-21,Spain,60.0,Paid Social
C101230,2024-07-29,United States,52.0,Paid Search
C101231,2024-05-28,United Kingdom,24.0,Email
C101232,2024-11-10,United Kingdom,40.0,Direct
C101233,2024-06-08,UK,45.0,Organic Search
C101234,2024-03-21,France,62.0,Paid Social
C101235,2023-08-31,United States,51.0,Organic Search
C101236,2023-01-04,Germany,,Paid Social
C101237,2023-03-28,France,26.0,Referral
C101238,2023-07-28,United Kingdom,58.0,Direct
C101239,2023-01-29,USA,42.0,Email
C101240,2023-12-22,Spain,20.0,Referral
C101241,2024-06-28,United States,34.0,Organic Search
C101242,2024-11-05,United Kingdom,68.0,Organic Search
C101243,2023-12-09,Spain,24.0,Direct
C101244,2024-09-04,France,41.0,Organic Search
C101245,2024-11-20,United States,,Organic Search
C101246,2024-08-24,United States,22.0,Paid Search
C101247,2023-11-22,United Kingdom,27.0,Paid Search
C101248,2023-08-16,France,71.0,Referral
C101249,2024-11-15,United States,51.0,Paid Social
C101250,2023-06-19,United Kingdom,29.0,Direct
C101251,2023-10-16,Germany,27.0,Organic Search
C101252,2023-02-21,Spain,42.0,Paid Social
C101253,2024-07-09,France,59.0,Paid Social
C101254,2024-03-30,United Kingdom,59.0,Paid Search
C101255,2023-03-01,United Kingdom,29.0,Paid Search
C101256,2023-06-05,Spain,59.0,Referral
C101257,2024-01-24,Spain,69.0,Organic Search
C101258,2024-01-14,United States,30.0,Email
C101259,2024-07-15,Germany,19.0,Organic Search
C101260,2023-07-06,United States,72.0,Paid Search
C101261,2024-10-09,United States,47.0,Organic Search
C101262,2023-11-08,United Kingdom,62.0,Organic Search
C101263,2024-07-29,United Kingdom,36.0,Direct
C101264,2023-06-16,United Kingdom,35.0,Email
C101265,2023-01-26,France,30.0,Direct
C101266,2023-02-08,United Kingdom,30.0,Organic Search
C101267,2023-09-18,United Kingdom,44.0,Direct
C101268,2024-10-29,United States,24.0,Organic Search
C101269,2023-02-04,United Kingdom,65.0,Organic Search
C101270,2023-09-16,United Kingdom,47.0,Email
C101271,2023-03-18,United States,70.0,Organic Search
C101272,2024-10-14,UK,,Email
C101273,2024-04-17,USA,35.0,Organic Search
C101274,2024-06-17,Spain,47.0,Organic Search
C101275,2024-05-14,United Kingdom,26.0,Direct
C101276,2024-04-04,Spain,64.0,Organic Search
C101277,2024-06-25,Spain,59.0,Referral
C101278,2023-01-06,France,26.0,Direct
C101279,2024-08-28,Germany,51.0,Organic Search
C101280,2024-06-01,USA,48.0,Direct
C101281,2024-06-01,Germany,29.0,Paid Social
C101282,2023-10-03,Germany,24.0,Paid Social
C101283,2024-07-14,United Kingdom,61.0,Organic Search
C101284,2023-09-25,Spain,33.0,Direct
C101285,2023-02-04,USA,47.0,Email
C101286,2024-09-27,France,32.0,Email
C101287,2023-06-14,UK,55.0,Paid Search
C101288,2023-03-13,United Kingdom,20.0,Paid Social
C101289,2024-03-11,United States,38.0,Paid Search
C101290,2023-06-13,United States,49.0,Direct
C101291,2024-08-23,United States,43.0,Paid Search
C101292,2023-11-07,UK,52.0,Paid Search
C101293,2023-01-04,United Kingdom,28.0,Paid Search
C101294,2024-10-28,United States,43.0,Organic Search
C101295,2023-12-27,UK,61.0,Direct
C101296,2023-07-04,Ireland,37.0,Direct
C101297,2024-04-19,United Kingdom,26.0,Referral
C101298,2024-01-07,united kingdom,66.0,Paid Social
C101299,2023-01-21,united kingdom,62.0,Paid Search
C101300,2024-06-15,United States,56.0,Organic Search
C101301,2023-10-08,United States,63.0,Email
C101302,2024-05-04,Germany,62.0,Email
C101303,2024-09-18,Spain,60.0,Organic Search
C101304,2024-03-03,united kingdom,47.0,Direct
C101305,2024-04-15,Germany,19.0,Organic Search
C101306,2023-06-28,United Kingdom,52.0,Referral
C101307,2023-06-16,United Kingdom,33.0,Direct
C101308,2023-10-18,United States,62.0,Paid Social
C101309,2024-08-19,United Kingdom,44.0,Direct
C101310,2024-01-02,USA,,Organic Search
C101311,2023-09-01,Germany,,Direct
C101312,2024-06-29,Germany,49.0,Paid Search
C101313,2024-08-20,United States,70.0,Organic Search
C101314,2024-09-23,USA,45.0,Referral
C101315,2023-07-29,United States,39.0,Email
C101316,2024-05-11,United Kingdom,,Email
C101317,2024-02-18,United Kingdom,67.0,Direct
C101318,2023-11-11,Germany,61.0,Email
C101319,2023-10-05,Ireland,27.0,Referral
C101320,2023-03-22,United Kingdom,46.0,Organic Search
C101321,2023-07-12,United States,39.0,Paid Social
C101322,2024-01-20,Germany,54.0,Paid Search
C101323,2024-09-12,France,20.0,Organic Search
C101324,2024-08-29,United States,58.0,Email
C101325,2023-05-12,USA,60.0,Organic Search
C101326,2024-04-20,Germany,30.0,Direct
C101327,2023-03-01,France,26.0,Email
C101328,2024-04-17,United Kingdom,53.0,Paid Social
C101329,2023-08-28,Spain,32.0,Organic Search
C101330,2023-11-11,United Kingdom,71.0,Paid Social
C101331,2024-05-17,France,62.0,Paid Search
C101332,2023-10-25,United Kingdom,72.0,Email
C101333,2024-07-19,United Kingdom,48.0,Email
C101334,2024-01-09,United Kingdom,71.0,Direct
C101335,2024-11-30,United States,18.0,Paid Social
C101336,2024-03-22,UK,34.0,Paid Social
C101337,2023-07-27,United Kingdom,18.0,Paid Social
C101338,2024-06-26,United States,56.0,Organic Search
C101339,2023-10-13,United States,47.0,Direct
C101340,2024-01-09,Germany,34.0,Paid Search
C101341,2023-04-06,France,35.0,Paid Search
C101342,2023-03-25,Germany,54.0,Paid Search
C101343,2024-02-07,United Kingdom,28.0,Email
C101344,2023-05-11,united kingdom,47.0,Paid Social
C101345,2024-11-29,Spain,52.0,Referral
C101346,2024-08-21,United Kingdom,31.0,Paid Search
C101347,2024-05-05,United States,31.0,Direct
C101348,2024-05-29,Spain,38.0,Email
C101349,2024-02-21,Spain,51.0,Referral
C101350,2023-02-12,United States,32.0,Direct
C101351,2023-10-02,Germany,39.0,Paid Search
C101352,2023-12-14,United States,48.0,Direct
C101353,2024-10-02,Germany,28.0,Paid Social
C101354,2023-06-03,United Kingdom,50.0,Paid Social
C101355,2023-12-14,United Kingdom,25.0,Email
C101356,2023-08-29,USA,26.0,Paid Social
C101357,2023-04-05,United Kingdom,31.0,Paid Search
C101358,2023-03-14,Germany,,Email
C101359,2023-09-13,UK,19.0,Email
C101360,2023-02-27,France,,Paid Social
C101361,2023-02-17,France,35.0,Referral
C101362,2023-09-03,United States,63.0,Email
C101363,2023-05-22,Germany,69.0,Organic Search
C101364,2024-01-24,United Kingdom,,Paid Search
C101365,2023-01-13,United States,,Paid Social
C101366,2023-07-31,United Kingdom,23.0,Paid Social
C101367,2023-11-14,France,39.0,Organic Search
C101368,2024-11-05,France,60.0,Email
C101369,2024-03-20,Spain,50.0,Direct
C101370,2024-09-08,France,18.0,Paid Search
C101371,2023-08-29,Spain,50.0,Organic Search
C101372,2023-11-11,United Kingdom,63.0,Paid Search
C101373,2023-10-22,Spain,65.0,Direct
C101374,2024-09-13,United States,39.0,Paid Social
C101375,2024-11-02,United States,31.0,Organic Search
C101376,2024-11-04,United States,35.0,Paid Social
C101377,2024-06-10,UK,34.0,Paid Search
C101378,2023-12-19,united kingdom,37.0,Paid Social
C101379,2024-01-14,United Kingdom,35.0,Email
C101380,2024-11-17,United Kingdom,44.0,Direct
C101381,2023-07-19,United States,20.0,Paid Search
C101382,2023-08-31,France,33.0,Referral
C101383,2024-09-19,Germany,35.0,Direct
C101384,2023-09-28,United States,26.0,Organic Search
C101385,2023-06-14,United States,68.0,Paid Search
C101386,2024-01-28,United States,56.0,Paid Social
C101387,2023-08-16,United Kingdom,69.0,Organic Search
C101388,2024-09-15,France,50.0,Paid Search
C101389,2024-09-28,United Kingdom,24.0,Organic Search
C101390,2023-08-03,Germany,69.0,Organic Search
C101391,2024-01-06,Germany,,Referral
C101392,2024-11-19,United States,57.0,Paid Social
C101393,2024-06-03,France,39.0,Organic Search
C101394,2023-05-31,united kingdom,46.0,Referral
C101395,2024-02-18,France,45.0,Direct
C101396,2024-03-09,Germany,34.0,Direct
C101397,2024-04-02,France,49.0,Organic Search
C101398,2023-01-18,Germany,59.0,Email
C101399,2023-07-29,France,19.0,Direct
C101400,2024-08-21,Ireland,,Organic Search
C101401,2023-06-18,United States,66.0,Organic Search
C101402,2023-07-29,France,50.0,Organic Search
C101403,2023-08-14,Germany,73.0,Email
C101404,2023-05-05,United States,52.0,Organic Search
C101405,2023-04-19,Spain,55.0,Direct
C101406,2023-08-31,United States,69.0,Paid Search
C101407,2024-09-04,United States,55.0,Organic Search
C101408,2023-01-02,United Kingdom,36.0,Referral
C101409,2023-07-18,United Kingdom,48.0,Organic Search
C101410,2023-02-12,France,31.0,Organic Search
C101411,2024-01-29,United States,,Direct
C101412,2023-06-25,United States,56.0,Paid Social
C101413,2024-07-08,United Kingdom,26.0,Paid Search
C101414,2024-02-14,United States,56.0,Email
C101415,2024-07-02,France,51.0,Organic Search
C101416,2024-03-20,France,35.0,Paid Social
C101417,2023-11-03,United Kingdom,20.0,Organic Search
C101418,2024-08-25,United States,58.0,Paid Search
C101419,2023-11-30,United States,64.0,Referral
C101420,2024-10-26,USA,59.0,Paid Social
C101421,2024-11-27,United States,41.0,Email
C101422,2024-02-17,United States,55.0,Referral
C101423,2024-04-17,United States,41.0,Direct
C101424,2023-06-28,USA,38.0,Organic Search
C101425,2024-07-24,United States,36.0,Organic Search
C101426,2024-04-15,United States,30.0,Organic Search
C101427,2024-09-23,France,73.0,Paid Social
C101428,2023-07-06,Germany,55.0,Email
C101429,2024-07-05,UK,27.0,Organic Search
C101430,2023-11-26,France,67.0,Paid Social
C101431,2023-05-10,France,26.0,Paid Social
C101432,2023-04-30,United Kingdom,51.0,Organic Search
C101433,2024-01-29,USA,27.0,Paid Search
C101434,2023-08-12,united kingdom,38.0,Email
C101435,2023-03-13,Germany,55.0,Paid Social
C101436,2023-10-27,United Kingdom,74.0,Email
C101437,2024-04-02,Germany,74.0,Paid Social
C101438,2023-08-12,United Kingdom,69.0,Paid Search
C101439,2024-10-30,United States,31.0,Email
C101440,2024-06-29,Spain,23.0,Email
C101441,2023-12-25,United States,69.0,Paid Search
C101442,2024-10-16,France,70.0,Direct
C101443,2023-10-31,Ireland,33.0,Direct
C101444,2023-04-08,France,19.0,Organic Search
C101445,2023-01-26,United Kingdom,54.0,Organic Search
C101446,2024-10-18,France,22.0,Referral
C101447,2024-11-02,United Kingdom,20.0,Email
C101448,2024-06-01,United States,,Referral
C101449,2023-03-14,France,46.0,Direct
C101450,2023-07-25,Germany,24.0,Paid Social
C101451,2023-01-29,United States,55.0,Paid Social
C101452,2023-02-05,United States,39.0,Email
C101453,2023-06-22,France,48.0,Paid Social
C101454,2024-02-05,Germany,69.0,Referral
C101455,2023-02-15,United States,31.0,Direct
C101456,2024-11-20,France,54.0,Email
C101457,2023-11-15,United Kingdom,65.0,Direct
C101458,2023-07-04,United Kingdom,42.0,Email
C101459,2023-12-28,Germany,73.0,Direct
C101460,2024-07-07,Ireland,43.0,Organic Search
C101461,2023-08-07,United Kingdom,44.0,Direct
C101462,2023-02-03,United Kingdom,68.0,Direct
C101463,2023-02-05,United Kingdom,54.0,Paid Social
C101464,2024-08-19,France,67.0,Email
C101465,2023-03-20,United Kingdom,63.0,Paid Search
C101466,2024-03-20,United States,58.0,Organic Search
C101467,2023-09-27,Ireland,31.0,Direct
C101468,2024-06-28,United Kingdom,40.0,Paid Search
C101469,2023-02-12,United States,67.0,Paid Search
C101470,2024-09-20,United States,53.0,Paid Social
C101471,2024-05-03,France,33.0,Referral
C101472,2023-11-11,UK,36.0,Paid Search
C101473,2023-05-25,United States,62.0,Email
C101474,2024-11-14,United Kingdom,28.0,Organic Search
C101475,2023-07-31,Germany,24.0,Organic Search
C101476,2023-12-10,France,61.0,Direct
C101477,2023-10-03,United Kingdom,34.0,Paid Social
C101478,2023-06-11,United States,61.0,Organic Search
C101479,2023-10-19,France,48.0,Paid Social
C101480,2023-04-17,United Kingdom,74.0,Direct
C101481,2023-01-02,united kingdom,47.0,Email
C101482,2023-07-22,United States,67.0,Paid Search
C101483,2023-03-20,UK,66.0,Direct
C101484,2023-10-18,United Kingdom,30.0,Paid Search
C101485,2024-08-26,United States,74.0,Paid Search
C101486,2023-04-24,United Kingdom,60.0,Paid Social
C101487,2023-01-01,United States,24.0,Referral
C101488,2023-03-19,Germany,18.0,Organic Search
C101489,2023-12-22,United States,33.0,Paid Search
C101490,2023-07-12,United Kingdom,,Paid Social
C101491,2023-12-09,France,38.0,Referral
C101492,2023-01-21,United Kingdom,74.0,Direct
C101493,2023-08-22,Germany,45.0,Organic Search
C101494,2023-10-15,UK,19.0,Direct
C101495,2023-10-29,France,46.0,Organic Search
C101496,2024-01-21,United Kingdom,30.0,Paid Social
C101497,2024-06-30,United Kingdom,66.0,Email
C101498,2023-11-24,United States,23.0,Paid Social
C101499,2024-08-11,United Kingdom,61.0,Email
C101500,2024-01-06,United Kingdom,43.0,Paid Search
C101501,2023-07-02,Germany,19.0,Paid Social
C101502,2023-06-10,France,56.0,Email
C101503,2023-08-14,United Kingdom,43.0,Paid Search
C101504,2024-02-23,France,,Direct
C101505,2023-06-19,France,53.0,Organic Search
C101506,2024-10-01,France,,Paid Search
C101507,2023-12-02,Germany,44.0,Organic Search
C101508,2024-08-27,Germany,18.0,Email
C101509,2024-04-23,United States,25.0,Email
C101510,2023-08-22,Germany,44.0,Direct
C101511,2023-06-09,Spain,40.0,Organic Search
C101512,2024-06-04,United Kingdom,63.0,Organic Search
C101513,2023-08-20,united kingdom,41.0,Direct
C101514,2023-06-22,United Kingdom,67.0,Organic Search
C101515,2024-10-13,Spain,28.0,Email
C101516,2023-12-04,United States,39.0,Direct
C101517,2023-02-03,Germany,61.0,Referral
C101518,2023-12-13,France,,Organic Search
C101519,2023-11-19,Ireland,36.0,Paid Social
C101520,2024-08-27,United Kingdom,60.0,Paid Search
C101521,2024-05-13,France,51.0,Paid Social
C101522,2023-05-14,France,62.0,Organic Search
C101523,2023-04-16,United Kingdom,47.0,Organic Search
C101524,2024-02-27,Germany,66.0,Paid Social
C101525,2023-02-03,UK,68.0,Paid Search
C101526,2023-08-12,Germany,73.0,Paid Social
C101527,2023-04-07,United States,24.0,Organic Search
C101528,2023-01-15,United Kingdom,51.0,Email
C101529,2024-10-05,United Kingdom,24.0,Organic Search
C101530,2023-03-04,United Kingdom,31.0,Paid Social
C101531,2023-01-07,United Kingdom,35.0,Paid Search
C101532,2024-10-15,Germany,54.0,Direct
C101533,2023-05-12,UK,42.0,Organic Search
C101534,2024-07-25,United Kingdom,67.0,Paid Social
C101535,2023-01-22,Germany,35.0,Organic Search
C101536,2023-04-18,Germany,53.0,Organic Search
C101537,2023-03-19,United States,61.0,Email
C101538,2024-05-09,Spain,73.0,Email
C101539,2024-03-10,United States,31.0,Direct
C101540,2023-11-29,France,59.0,Paid Search
C101541,2023-06-19,United Kingdom,22.0,Organic Search
C101542,2023-03-04,Germany,48.0,Paid Search
C101543,2024-02-03,Ireland,41.0,Email
C101544,2023-06-11,France,,Paid Social
C101545,2024-02-18,United States,62.0,Direct
C101546,2024-04-26,USA,70.0,Organic Search
C101547,2024-08-17,UK,66.0,Email
C101548,2023-12-12,Germany,41.0,Direct
C101549,2023-01-04,Germany,59.0,Paid Social
C101550,2023-07-16,Ireland,19.0,Paid Search
C101551,2024-08-20,United States,49.0,Organic Search
C101552,2024-01-09,United Kingdom,20.0,Direct
C101553,2024-03-09,USA,59.0,Organic Search
C101554,2023-11-17,United Kingdom,73.0,Organic Search
C101555,2023-04-24,United Kingdom,56.0,Paid Social
C101556,2024-09-19,united kingdom,65.0,Paid Search
C101557,2024-06-25,Germany,31.0,Organic Search
C101558,2024-11-27,United Kingdom,74.0,Paid Search
C101559,2024-08-21,United Kingdom,49.0,Organic Search
C101560,2023-07-23,United Kingdom,56.0,Email
C101561,2023-06-27,France,61.0,Paid Social
C101562,2023-06-23,Germany,54.0,Organic Search
C101563,2024-10-05,United Kingdom,36.0,Paid Search
C101564,2024-01-25,United Kingdom,52.0,Paid Social
C101565,2023-11-15,United States,55.0,Referral
C101566,2024-11-08,united kingdom,66.0,Email
C101567,2024-02-27,USA,45.0,Email
C101568,2024-09-28,United States,46.0,Referral
C101569,2024-11-20,Spain,46.0,Paid Search
C101570,2023-02-25,united kingdom,24.0,Referral
C101571,2023-09-11,Germany,23.0,Email
C101572,2024-05-28,United Kingdom,,Referral
C101573,2024-07-23,Spain,55.0,Referral
C101574,2023-04-14,Ireland,41.0,Paid Social
C101575,2023-08-11,Germany,67.0,Referral
C101576,2024-01-19,United States,58.0,Paid Social
C101577,2024-07-13,United Kingdom,26.0,Direct
C101578,2023-03-21,France,23.0,Paid Search
C101579,2024-02-25,Germany,38.0,Paid Search
C101580,2023-07-27,United Kingdom,70.0,Direct
C101581,2023-06-01,United States,,Referral
C101582,2023-12-27,United States,28.0,Direct
C101583,2023-10-17,France,19.0,Organic Search
C101584,2024-03-20,Germany,41.0,Email
C101585,2023-08-11,Germany,74.0,Paid Social
C101586,2024-07-30,Germany,56.0,Organic Search
C101587,2023-02-24,United Kingdom,46.0,Paid Search
C101588,2024-08-26,UK,26.0,Paid Search
C101589,2023-01-21,United Kingdom,38.0,Email
C101590,2024-05-30,France,47.0,Paid Social
C101591,2023-08-31,United States,33.0,Referral
C101592,2023-09-26,United States,58.0,Paid Social
C101593,2023-01-14,United Kingdom,73.0,Direct
C101594,2024-05-06,United Kingdom,29.0,Paid Search
C101595,2023-04-26,USA,32.0,Paid Social
C101596,2024-04-06,United Kingdom,25.0,Organic Search
C101597,2024-05-22,United Kingdom,59.0,Paid Social
C101598,2024-08-14,Germany,,Organic Search
C101599,2024-05-10,UK,34.0,Paid Social
C101600,2023-07-31,United States,30.0,Organic Search
C101601,2024-06-01,United States,,Organic Search
C101602,2024-08-01,France,45.0,Paid Social
C101603,2023-08-11,united kingdom,56.0,Organic Search
C101604,2023-03-28,Germany,31.0,Direct
C101605,2024-09-15,Spain,18.0,Organic Search
C101606,2023-04-14,Germany,44.0,Paid Search
C101607,2024-02-20,United States,56.0,Organic Search
C101608,2023-06-15,Germany,37.0,Organic Search
C101609,2023-03-30,United States,32.0,Organic Search
C101610,2024-06-27,United States,26.0,Direct
C101611,2023-04-11,United States,60.0,Paid Social
C101612,2024-04-14,united kingdom,67.0,Email
C101613,2024-04-30,United Kingdom,61.0,Organic Search
C101614,2023-02-12,United States,47.0,Paid Search
C101615,2023-05-02,United Kingdom,,Organic Search
C101616,2024-07-10,United States,,Paid Social
C101617,2023-12-22,United States,19.0,Paid Search
C101618,2023-03-26,Spain,38.0,Organic Search
C101619,2024-11-25,United Kingdom,58.0,Paid Social
C101620,2023-07-05,USA,54.0,Direct
C101621,2023-01-03,United States,74.0,Paid Social
C101622,2024-10-08,United Kingdom,74.0,Organic Search
C101623,2023-01-12,United Kingdom,31.0,Paid Social
C101624,2024-01-23,United Kingdom,,Organic Search
C101625,2024-11-26,United Kingdom,33.0,Paid Search
C101626,2024-02-09,United Kingdom,67.0,Referral
C101627,2024-02-14,United States,64.0,Email
C101628,2023-09-29,United States,23.0,Organic Search
C101629,2023-03-30,United Kingdom,27.0,Referral
C101630,2024-02-05,United Kingdom,50.0,Referral
C101631,2024-09-20,United Kingdom,55.0,Organic Search
C101632,2023-03-05,United States,73.0,Paid Search
C101633,2024-09-08,united kingdom,61.0,Email
C101634,2023-10-18,United States,30.0,Direct
C101635,2024-01-11,United Kingdom,20.0,Paid Social
C101636,2023-04-26,United Kingdom,54.0,Organic Search
C101637,2024-03-11,Spain,49.0,Direct
C101638,2023-05-08,United Kingdom,70.0,Direct
C101639,2023-07-11,United Kingdom,50.0,Paid Social
C101640,2024-05-20,United Kingdom,46.0,Organic Search
C101641,2023-02-05,Ireland,35.0,Direct
C101642,2023-11-10,USA,22.0,Organic Search
C101643,2024-02-21,USA,67.0,Paid Social
C101644,2023-04-03,Ireland,65.0,Referral
C101645,2023-07-26,United Kingdom,27.0,Organic Search
C101646,2023-08-29,Ireland,58.0,Organic Search
C101647,2024-04-09,United Kingdom,38.0,Organic Search
C101648,2024-11-14,USA,42.0,Paid Search
C101649,2024-08-08,United States,66.0,Paid Social
C101650,2023-05-13,United States,65.0,Referral
C101651,2023-01-13,Spain,28.0,Paid Search
C101652,2023-02-06,United Kingdom,35.0,Referral
C101653,2024-02-21,Ireland,64.0,Email
C101654,2023-04-20,UK,70.0,Email
C101655,2023-06-11,Germany,22.0,Paid Social
C101656,2024-08-16,Ireland,65.0,Email
C101657,2024-09-03,United Kingdom,45.0,Paid Search
C101658,2024-08-10,Spain,51.0,Direct
C101659,2023-06-27,United States,22.0,Paid Social
C101660,2024-03-09,Germany,56.0,Paid Social
C101661,2024-03-03,United Kingdom,,Paid Search
C101662,2023-05-10,United States,55.0,Organic Search
C101663,2024-01-23,Germany,63.0,Direct
C101664,2024-01-03,United States,71.0,Paid Social
C101665,2023-10-05,United Kingdom,66.0,Direct
C101666,2024-06-10,United Kingdom,60.0,Direct
C101667,2024-04-19,France,,Email
C101668,2024-01-08,United Kingdom,56.0,Organic Search
C101669,2024-05-23,Germany,56.0,Direct
C101670,2024-06-18,Ireland,48.0,Paid Social
C101671,2024-02-01,United Kingdom,61.0,Paid Social
C101672,2023-07-07,United Kingdom,22.0,Email
C101673,2024-06-14,Germany,46.0,Paid Social
C101674,2024-05-17,United Kingdom,42.0,Referral
C101675,2024-11-19,USA,,Organic Search
C101676,2023-04-15,Germany,22.0,Paid Social
C101677,2023-10-21,USA,54.0,Paid Search
C101678,2024-10-08,UK,28.0,Organic Search
C101679,2023-12-27,Germany,68.0,Email
C101680,2024-10-21,USA,,Referral
C101681,2023-01-09,United Kingdom,,Paid Search
C101682,2023-01-25,United States,67.0,Email
C101683,2024-07-11,France,46.0,Direct
C101684,2023-09-08,Germany,73.0,Organic Search
C101685,2023-12-31,United States,,Paid Social
C101686,2023-10-27,united kingdom,19.0,Paid Search
C101687,2023-10-13,United Kingdom,29.0,Paid Search
C101688,2024-10-19,United Kingdom,41.0,Email
C101689,2023-03-07,United Kingdom,30.0,Email
C101690,2024-06-24,Ireland,25.0,Email
C101691,2024-09-14,United Kingdom,73.0,Organic Search
C101692,2024-04-05,France,67.0,Paid Search
C101693,2023-10-04,United Kingdom,42.0,Direct
C101694,2023-04-23,united kingdom,30.0,Email
C101695,2024-04-22,United States,28.0,Paid Social
C101696,2023-11-25,united kingdom,70.0,Paid Social
C101697,2023-04-15,France,36.0,Organic Search
C101698,2023-09-09,Spain,18.0,Direct
C101699,2024-11-04,France,,Email
C101700,2023-07-05,United Kingdom,,Organic Search
C101701,2023-05-05,Germany,53.0,Referral
C101702,2024-04-22,United Kingdom,37.0,Paid Search
C101703,2023-05-20,Spain,70.0,Organic Search
C101704,2024-10-05,United States,54.0,Email
C101705,2024-08-24,UK,74.0,Email
C101706,2024-11-19,United Kingdom,38.0,Organic Search
C101707,2024-09-30,United Kingdom,55.0,Email
C101708,2023-06-20,United Kingdom,,Referral
C101709,2023-05-29,Spain,57.0,Organic Search
C101710,2023-08-28,France,60.0,Organic Search
C101711,2023-11-25,Ireland,36.0,Paid Search
C101712,2024-09-07,United Kingdom,71.0,Paid Social
C101713,2024-05-28,USA,66.0,Referral
C101714,2024-03-27,United Kingdom,68.0,Referral
C101715,2024-09-06,United States,30.0,Direct
C101716,2024-03-28,united kingdom,58.0,Direct
C101717,2023-09-23,united kingdom,24.0,Direct
C101718,2023-10-17,United States,24.0,Referral
C101719,2023-12-28,United Kingdom,73.0,Paid Social
