customer_id,signup_date,plan,acquisition_channel,mrr,avg_logins_per_month,support_tickets_opened,nps_score,churn_date,is_churned
S201490,2024-09-25,Pro,Content/SEO,93.21,13.8,0,,,False
S201713,2024-08-11,Enterprise,Paid Ads,467.5,11.1,2,50.0,,False
S201074,2022-07-04,Enterprise,Paid Ads,486.59,3.8,0,-2.0,2023-03-04,True
S202637,2024-10-22,Basic,Sales-led,31.57,9.4,1,24.0,,False
S200691,2024-08-19,Basic,Content/SEO,27.61,11.4,0,20.0,2024-09-19,True
S202602,2023-02-16,Pro,Referral,105.81,2.1,1,,,False
S201290,2023-06-05,Pro,Organic,91.3,9.1,3,60.0,,False
S202890,2024-11-26,Pro,Paid Ads,95.2,9.1,1,,,False
S200224,2024-01-16,Basic,Organic,31.23,2.2,0,,2024-10-16,True
S202668,2024-08-30,Basic,Organic,30.64,3.2,0,32.0,,False
S202385,2023-05-18,Pro,Content/SEO,100.19,9.4,0,30.0,,False
S202234,2022-05-03,Basic,Referral,28.19,13.1,1,,,False
S201458,2022-03-12,Basic,Paid Ads,29.43,14.2,3,62.0,2022-09-12,True
S200995,2023-06-05,Basic,Organic,29.89,7.5,1,3.0,,False
S202886,2024-05-27,Pro,Content/SEO,95.72,2.0,0,49.0,,False
S201905,2022-10-02,Pro,Organic,92.21,2.5,0,37.0,2024-02-02,True
S201672,2023-03-01,Basic,Organic,31.5,7.5,0,,,False
S202837,2023-02-27,Basic,Sales-led,31.28,16.2,1,17.0,,False
S200080,2022-07-01,Basic,Referral,29.44,2.8,1,38.0,,False
S201175,2022-08-01,Pro,Organic,94.39,4.9,2,30.0,2023-05-01,True
S200033,2022-08-25,Basic,Organic,26.12,8.6,1,60.0,2023-11-25,True
S201355,2024-07-30,Pro,Paid Ads,90.84,16.9,4,-9.0,,False
S201063,2023-11-21,Enterprise,Paid Ads,529.12,8.5,0,18.0,,False
S201240,2024-03-19,Pro,Paid Ads,99.25,3.8,1,22.0,2024-05-19,True
S201696,2023-07-06,Enterprise,Organic,517.82,6.0,1,9.0,,False
S202541,2023-02-15,Basic,Organic,26.33,12.2,2,61.0,,False
S200999,2022-06-14,Enterprise,Organic,503.35,9.2,1,7.0,,False
S202214,2024-02-28,Basic,Referral,29.25,3.5,0,22.0,2024-09-28,True
S201986,2024-01-09,Pro,Paid Ads,95.38,2.0,0,,2024-12-09,True
S200804,2023-08-27,Enterprise,Content/SEO,511.16,1.0,0,,,False
S200134,2024-04-26,Basic,Sales-led,29.7,14.8,1,,,False
S200324,2023-03-09,Enterprise,Paid Ads,520.38,16.2,1,66.0,,False
S202723,2022-01-13,Pro,Organic,93.97,10.3,3,52.0,2024-09-13,True
S200879,2022-02-19,Basic,Content/SEO,28.74,2.2,1,40.0,2024-03-19,True
S200913,2023-07-14,Basic,Content/SEO,28.68,5.3,1,,,False
S201112,2024-01-16,Basic,Organic,30.99,5.1,0,48.0,,False
S202866,2022-08-22,Basic,Organic,26.34,6.5,2,26.0,2022-12-22,True
S201407,2024-11-13,Basic,Paid Ads,28.26,29.9,0,,,False
S202809,2023-01-26,Pro,Organic,101.35,9.5,0,29.0,,False
S201452,2023-01-07,Basic,Organic,28.08,2.7,0,24.0,2024-02-07,True
S202230,2023-05-06,Pro,Organic,93.21,5.8,3,55.0,,False
S202768,2023-05-05,Pro,Sales-led,105.68,5.4,2,,2024-09-05,True
S201677,2024-02-11,Basic,Referral,31.83,13.3,0,66.0,2024-09-11,True
S202425,2023-01-18,Basic,Sales-led,28.23,10.2,2,,,False
S201345,2022-09-30,Basic,Content/SEO,28.28,5.7,2,54.0,2023-04-30,True
S200863,2023-06-12,Basic,Content/SEO,31.67,6.7,3,9.0,2024-11-12,True
S200023,2023-12-17,Pro,Organic,100.31,3.9,1,19.0,,False
S200148,2022-09-04,Basic,Organic,31.49,9.4,1,7.0,,False
S201660,2023-10-25,Basic,Paid Ads,27.91,6.9,0,,,False
S202079,2023-10-05,Pro,Organic,100.2,5.1,0,50.0,2023-12-05,True
S202979,2024-09-13,Basic,Organic,28.47,8.1,3,46.0,,False
S201415,2023-10-14,Pro,Organic,108.42,10.1,1,39.0,,False
S202178,2023-08-22,Pro,Referral,105.89,1.8,0,30.0,,False
S200930,2024-02-11,Enterprise,Paid Ads,493.76,8.3,0,9.0,,False
S202448,2024-03-27,Pro,Paid Ads,105.62,14.5,2,,,False
S200279,2022-02-01,Basic,Sales-led,27.02,11.0,1,39.0,,False
S201818,2023-05-15,Enterprise,Sales-led,492.9,10.7,1,34.0,,False
S200076,2023-05-25,Enterprise,Paid Ads,460.42,3.7,2,68.0,,False
S201357,2024-10-27,Basic,Organic,28.18,0.4,2,,,False
S202655,2024-07-27,Basic,Content/SEO,30.39,15.0,1,4.0,,False
S202973,2022-07-07,Pro,Organic,92.66,3.2,0,,,False
S202649,2023-11-04,Basic,Organic,30.41,2.5,2,16.0,2023-12-04,True
S202116,2022-06-09,Pro,Paid Ads,104.82,5.3,3,51.0,,False
S201835,2024-11-14,Basic,Organic,31.54,6.6,3,54.0,,False
S201746,2022-11-19,Basic,Content/SEO,28.0,5.8,1,25.0,2023-10-19,True
S201780,2024-10-10,Basic,Organic,28.38,13.5,3,23.0,2024-12-10,True
S200546,2024-05-28,Pro,Organic,98.8,9.7,0,,,False
S202664,2023-11-01,Pro,Sales-led,108.38,5.4,1,,,False
S200500,2024-06-29,Basic,Sales-led,26.19,11.3,1,87.0,,False
S201966,2024-04-21,Pro,Organic,103.68,8.1,2,34.0,,False
S202463,2024-04-24,Pro,Sales-led,91.6,5.9,1,-18.0,2024-07-24,True
S200505,2023-07-06,Basic,Referral,29.71,16.1,0,18.0,2023-12-06,True
S202759,2024-11-12,Pro,Organic,89.65,3.3,2,21.0,,False
S202290,2023-03-11,Basic,Organic,31.16,7.1,0,36.0,,False
S202186,2022-02-04,Basic,Referral,27.16,9.9,4,-28.0,2024-02-04,True
S202444,2023-09-05,Pro,Sales-led,92.24,4.6,1,,,False
S202507,2022-09-05,Basic,Content/SEO,31.13,15.8,0,11.0,2023-05-05,True
S200957,2024-02-04,Pro,Sales-led,97.98,3.3,0,19.0,,False
S202409,2023-05-15,Basic,Paid Ads,27.68,7.8,0,15.0,2024-11-15,True
S200165,2022-12-10,Pro,Content/SEO,93.34,18.4,1,,,False
S201449,2024-04-25,Enterprise,Content/SEO,473.06,4.2,1,32.0,,False
S200201,2024-11-29,Basic,Organic,30.33,12.0,0,,,False
S202760,2024-05-26,Basic,Referral,27.42,2.6,2,7.0,2024-12-26,True
S200238,2022-10-14,Basic,Paid Ads,27.5,6.1,2,26.0,2024-05-14,True
S201050,2024-08-10,Enterprise,Paid Ads,501.73,9.6,2,59.0,,False
S200985,2024-09-23,Pro,Organic,93.29,7.8,1,46.0,,False
S200552,2023-10-11,Basic,Paid Ads,27.4,5.8,2,20.0,2023-12-11,True
S202226,2024-08-27,Pro,Paid Ads,91.98,11.3,0,,,False
S202113,2024-03-27,Pro,Organic,104.15,9.2,0,25.0,2024-10-27,True
S202167,2024-08-10,Pro,Paid Ads,90.58,10.5,0,47.0,,False
S202429,2022-11-22,Pro,Organic,107.55,23.2,1,9.0,,False
S200989,2022-06-05,Basic,Referral,28.15,7.6,1,5.0,2023-12-05,True
S202917,2023-07-14,Pro,Organic,108.61,10.4,0,66.0,2024-10-14,True
S201195,2023-07-08,Basic,Paid Ads,27.36,6.6,0,42.0,,False
S201280,2024-09-28,Enterprise,Content/SEO,477.24,2.6,0,22.0,,False
S201399,2022-04-03,Pro,Organic,102.24,8.3,3,,,False
S200623,2022-03-06,Basic,Paid Ads,26.69,6.8,1,,2022-11-06,True
S200048,2024-07-12,Basic,Content/SEO,31.82,4.0,2,16.0,,False
S201802,2022-04-04,Basic,Sales-led,31.5,6.7,4,19.0,2024-12-04,True
S202473,2024-07-30,Basic,Referral,31.84,8.5,3,-22.0,,False
S202858,2022-06-08,Pro,Sales-led,93.65,2.0,1,41.0,,False
S202838,2022-10-29,Basic,Referral,27.75,5.3,1,,,False
S202712,2024-03-16,Pro,Paid Ads,96.59,6.9,3,-6.0,,False
S202582,2023-11-22,Basic,Organic,29.68,17.3,2,,,False
S200114,2022-09-02,Basic,Content/SEO,27.95,6.4,0,23.0,2023-07-02,True
S202841,2024-04-13,Basic,Sales-led,31.79,3.1,1,27.0,,False
S201378,2022-06-15,Pro,Paid Ads,104.24,7.8,2,70.0,,False
S200790,2023-10-30,Basic,Sales-led,29.52,15.8,0,,2024-06-30,True
S202883,2023-12-24,Pro,Content/SEO,89.27,6.3,0,44.0,,False
S202552,2024-02-17,Basic,Referral,26.18,6.5,3,,,False
S200896,2023-08-14,Basic,Content/SEO,31.05,4.5,1,45.0,,False
S201096,2023-03-09,Pro,Paid Ads,107.26,4.5,4,39.0,2023-09-09,True
S202337,2024-03-09,Basic,Sales-led,31.09,5.6,0,,,False
S201193,2022-10-10,Basic,Organic,27.95,17.5,0,,,False
S200220,2024-11-08,Basic,Paid Ads,31.09,6.2,0,,,False
S200514,2024-01-18,Basic,Organic,26.89,18.5,4,22.0,,False
S200150,2023-06-17,Basic,Paid Ads,28.87,4.6,1,49.0,,False
S201431,2024-05-06,Basic,Organic,27.87,11.8,2,6.0,,False
S200715,2022-12-27,Basic,Paid Ads,30.71,4.2,0,49.0,2023-09-27,True
S201483,2024-09-07,Basic,Paid Ads,31.45,8.8,0,57.0,,False
S202824,2022-07-05,Pro,Content/SEO,94.41,7.7,1,3.0,2023-04-05,True
S201128,2022-06-20,Basic,Organic,29.41,3.7,4,,2022-08-20,True
S201982,2023-12-16,Basic,Content/SEO,28.13,10.8,3,-15.0,2024-06-16,True
S201922,2024-06-15,Basic,Sales-led,28.15,6.5,1,,,False
S201095,2024-01-04,Pro,Organic,99.07,30.2,0,65.0,,False
S200953,2023-01-08,Basic,Paid Ads,29.44,18.0,2,57.0,2024-08-08,True
S200862,2024-01-23,Basic,Sales-led,27.5,7.6,1,33.0,,False
S202725,2023-06-14,Basic,Organic,30.74,9.5,0,11.0,,False
S202869,2023-06-30,Enterprise,Organic,468.51,18.5,0,34.0,,False
S202843,2023-07-13,Pro,Paid Ads,92.05,1.8,1,94.0,,False
S201863,2024-06-15,Basic,Sales-led,28.09,6.0,1,44.0,,False
S200188,2022-08-26,Pro,Paid Ads,102.03,4.5,0,,2023-06-26,True
S201752,2022-02-11,Pro,Organic,105.54,10.9,1,88.0,2024-06-11,True
S200923,2022-11-15,Basic,Paid Ads,26.82,7.4,3,14.0,,False
S201638,2023-02-19,Basic,Organic,28.85,11.8,0,36.0,,False
S202913,2022-03-24,Basic,Referral,27.37,12.7,0,23.0,2022-09-24,True
S201819,2024-06-24,Pro,Organic,105.54,6.1,1,,,False
S202736,2024-05-08,Pro,Paid Ads,90.99,6.5,1,22.0,,False
S201054,2022-06-10,Enterprise,Organic,540.88,11.1,1,47.0,,False
S202990,2022-12-31,Pro,Paid Ads,99.36,16.1,3,53.0,2024-02-29,True
S202822,2023-10-03,Basic,Organic,28.3,7.9,1,31.0,,False
S201970,2023-05-14,Pro,Organic,94.17,5.4,1,,,False
S200268,2023-02-06,Basic,Paid Ads,27.47,13.8,2,,2023-07-06,True
S200308,2024-02-04,Basic,Paid Ads,31.02,2.3,0,13.0,,False
S202727,2022-08-22,Basic,Organic,30.73,8.7,0,,2023-05-22,True
S201956,2022-04-21,Basic,Sales-led,26.13,8.2,0,,,False
S201777,2023-07-15,Pro,Referral,98.23,1.4,1,39.0,2023-10-15,True
S201242,2024-03-08,Basic,Organic,27.26,9.5,1,26.0,,False
S201921,2022-03-09,Pro,Sales-led,100.35,5.7,0,72.0,2023-10-09,True
S201909,2024-08-13,Basic,Organic,31.79,2.8,0,97.0,,False
S201090,2024-04-08,Pro,Paid Ads,105.58,4.4,1,43.0,,False
S200821,2023-01-09,Basic,Sales-led,27.94,16.4,1,69.0,2024-06-09,True
S200236,2022-11-07,Basic,Sales-led,31.13,2.3,1,40.0,2023-02-07,True
S200107,2022-03-23,Pro,Referral,101.54,2.5,1,,2024-07-23,True
S202359,2022-07-06,Basic,Referral,30.91,19.3,0,30.0,2024-05-06,True
S200332,2023-10-28,Pro,Content/SEO,92.95,14.5,1,-17.0,2024-03-28,True
S201413,2024-08-12,Pro,Content/SEO,107.62,8.7,0,26.0,,False
S201256,2024-05-08,Basic,Organic,29.68,7.5,2,14.0,,False
S202578,2022-12-07,Basic,Sales-led,27.69,18.1,0,27.0,,False
S201364,2024-01-27,Pro,Referral,104.45,1.4,1,12.0,,False
S201989,2023-01-27,Pro,Organic,89.29,15.9,0,1.0,2023-08-27,True
S200457,2024-06-13,Basic,Paid Ads,29.06,8.1,2,61.0,,False
S201275,2024-07-10,Basic,Referral,31.6,2.7,4,61.0,2024-12-10,True
S200758,2022-03-08,Basic,Content/SEO,30.68,0.5,1,48.0,2022-07-08,True
S200706,2022-07-08,Basic,Paid Ads,29.36,2.6,0,9.0,2023-10-08,True
S202752,2022-05-28,Enterprise,Sales-led,455.4,3.2,0,,,False
S202405,2023-06-29,Basic,Referral,26.54,16.9,1,35.0,2023-11-29,True
S201294,2024-07-25,Basic,Paid Ads,30.2,10.0,0,,,False
S200092,2022-05-07,Basic,Content/SEO,30.81,11.4,1,28.0,,False
S200816,2024-08-28,Basic,Sales-led,27.65,15.0,0,,,False
S202881,2023-07-15,Basic,Organic,31.88,1.2,1,68.0,,False
S200855,2022-03-25,Enterprise,Paid Ads,509.59,3.1,1,,2022-07-25,True
S200869,2023-10-08,Enterprise,Paid Ads,452.71,5.2,0,37.0,,False
S201025,2022-06-26,Basic,Organic,29.08,8.3,1,-2.0,,False
S200142,2023-11-29,Basic,Content/SEO,28.47,8.7,0,27.0,2024-10-29,True
S202435,2024-09-08,Basic,Sales-led,30.57,1.6,3,51.0,,False
S201482,2024-04-19,Enterprise,Organic,489.62,1.3,0,27.0,,False
S201473,2023-02-18,Pro,Organic,92.35,5.6,0,14.0,2024-01-18,True
S200162,2024-08-15,Enterprise,Organic,476.43,13.8,4,18.0,,False
S202399,2023-05-18,Basic,Content/SEO,28.22,4.9,1,,2024-05-18,True
S200861,2023-05-04,Pro,Content/SEO,94.1,2.6,3,38.0,2023-11-04,True
S202416,2023-12-12,Pro,Sales-led,91.39,10.4,0,12.0,,False
S200616,2024-06-12,Pro,Paid Ads,100.29,1.2,1,,,False
S202039,2022-02-28,Basic,Paid Ads,29.3,12.8,1,35.0,,False
S201427,2022-10-09,Basic,Paid Ads,27.31,7.7,0,33.0,2024-04-09,True
S202793,2022-12-31,Basic,Content/SEO,27.49,1.6,1,,2023-09-30,True
S201450,2022-09-29,Basic,Organic,26.49,4.8,2,,2024-04-29,True
S201959,2022-02-25,Enterprise,Content/SEO,478.79,10.2,2,61.0,2024-03-25,True
S201824,2023-03-09,Enterprise,Referral,547.69,16.5,1,82.0,,False
S200570,2022-03-14,Basic,Sales-led,28.2,4.1,1,33.0,,False
S200710,2024-01-01,Basic,Paid Ads,27.66,2.2,3,38.0,,False
S202257,2022-09-11,Enterprise,Referral,511.64,15.7,2,71.0,,False
S200931,2023-04-07,Basic,Paid Ads,30.73,7.3,2,62.0,,False
S200327,2022-11-08,Basic,Paid Ads,29.96,3.4,1,33.0,,False
S202936,2022-07-21,Pro,Sales-led,90.52,10.5,0,20.0,,False
S200579,2024-11-10,Pro,Sales-led,91.41,17.0,0,15.0,,False
S201401,2023-07-27,Basic,Paid Ads,29.41,7.6,3,32.0,,False
S201578,2023-10-28,Pro,Content/SEO,101.02,3.8,1,,,False
S200857,2024-11-06,Basic,Paid Ads,27.34,9.6,2,6.0,,False
S201533,2022-01-10,Enterprise,Sales-led,500.61,6.7,0,,,False
S200925,2022-01-04,Basic,Content/SEO,31.86,4.3,2,,2024-03-04,True
S202737,2022-04-19,Basic,Organic,28.79,0.9,0,14.0,2023-11-19,True
S201001,2024-03-19,Pro,Paid Ads,100.82,1.7,2,42.0,,False
S200951,2023-06-07,Basic,Referral,29.54,3.4,1,15.0,2024-03-07,True
S202563,2023-04-09,Basic,Content/SEO,29.69,14.0,0,,2024-05-09,True
S200244,2024-01-16,Basic,Paid Ads,28.21,8.3,0,31.0,,False
S200321,2022-11-28,Basic,Content/SEO,30.95,7.3,1,,2023-05-28,True
S200787,2023-11-14,Basic,Organic,28.55,2.7,1,39.0,2024-01-14,True
S200854,2022-11-12,Basic,Paid Ads,26.69,2.2,1,,2022-12-12,True
S201821,2024-07-23,Basic,Sales-led,27.37,12.5,0,24.0,,False
S202792,2023-05-11,Basic,Organic,26.44,7.9,0,,,False
S201131,2023-05-11,Pro,Content/SEO,101.11,4.0,0,,2024-08-11,True
S201451,2022-04-09,Pro,Organic,95.72,20.6,1,60.0,2023-07-09,True
S202588,2022-01-10,Basic,Content/SEO,28.07,10.0,3,38.0,2022-06-10,True
S202424,2022-02-18,Enterprise,Content/SEO,473.22,6.5,2,47.0,,False
S202656,2022-06-07,Basic,Organic,27.17,3.3,3,,2022-08-07,True
S201124,2024-11-23,Pro,Paid Ads,94.36,8.1,2,24.0,,False
S200881,2024-01-27,Basic,Paid Ads,28.15,3.8,2,61.0,2024-08-27,True
S202892,2023-10-27,Basic,Content/SEO,29.12,4.8,0,19.0,,False
S201211,2022-09-07,Basic,Organic,27.23,4.7,0,74.0,,False
S201631,2023-05-04,Basic,Content/SEO,27.04,29.6,0,42.0,2024-06-04,True
S201831,2024-01-10,Pro,Organic,107.23,10.8,2,39.0,,False
S201030,2022-05-02,Enterprise,Referral,540.51,1.1,2,49.0,2023-04-02,True
S202684,2024-10-23,Basic,Organic,30.43,7.0,1,19.0,,False
S200884,2023-12-01,Pro,Paid Ads,91.72,5.2,2,5.0,,False
S201318,2024-04-05,Basic,Referral,29.81,5.8,1,76.0,2024-10-05,True
S202367,2024-04-27,Basic,Organic,26.56,14.3,0,42.0,,False
S200519,2022-05-23,Basic,Sales-led,30.71,6.1,1,84.0,,False
S200056,2023-11-10,Pro,Organic,102.2,17.8,0,,,False
S201151,2022-09-06,Basic,Paid Ads,26.74,6.5,2,,,False
S200844,2024-04-07,Basic,Organic,31.43,12.8,0,57.0,,False
S202086,2023-07-19,Basic,Referral,31.53,10.2,2,19.0,,False
S201928,2023-01-29,Basic,Organic,29.23,14.8,2,,,False
S200771,2023-07-24,Pro,Sales-led,103.38,6.1,3,,,False
S200255,2023-01-11,Basic,Organic,30.76,0.4,1,,2024-04-11,True
S201353,2024-11-27,Basic,Organic,30.34,12.9,1,,,False
S200235,2023-09-18,Basic,Sales-led,26.67,10.8,1,1.0,,False
S202580,2023-08-26,Basic,Sales-led,27.49,6.8,0,-1.0,2024-09-26,True
S201894,2023-05-19,Enterprise,Paid Ads,506.74,14.6,1,,2024-12-19,True
S202674,2023-12-18,Pro,Organic,100.36,11.2,1,46.0,2024-11-18,True
S200343,2023-03-18,Basic,Content/SEO,30.32,9.6,1,28.0,,False
S200338,2022-04-01,Basic,Organic,29.47,12.7,2,38.0,2022-05-01,True
S200696,2024-09-28,Enterprise,Sales-led,505.29,11.4,0,52.0,,False
S200990,2023-12-09,Basic,Sales-led,26.44,20.3,0,43.0,,False
S201428,2023-07-16,Basic,Sales-led,29.44,2.4,0,33.0,2024-09-16,True
S202504,2022-05-29,Enterprise,Paid Ads,479.25,8.1,1,41.0,,False
S202182,2023-08-25,Basic,Sales-led,31.27,2.1,0,,,False
S200315,2024-05-09,Pro,Content/SEO,89.28,1.9,2,21.0,2024-07-09,True
S202455,2023-04-26,Basic,Sales-led,26.98,6.2,1,,,False
S201144,2024-06-06,Pro,Organic,95.73,2.9,0,,,False
S201325,2023-08-26,Basic,Paid Ads,27.63,4.0,2,,,False
S200207,2022-05-01,Pro,Referral,100.39,12.4,0,18.0,,False
S201442,2024-05-23,Pro,Sales-led,100.56,3.8,0,65.0,,False
S202912,2024-05-14,Pro,Sales-led,91.22,7.6,2,,2024-06-14,True
S201066,2022-04-27,Basic,Organic,31.71,3.1,1,37.0,,False
S200593,2023-11-02,Basic,Sales-led,30.6,18.9,1,44.0,,False
S201651,2023-04-16,Basic,Sales-led,31.3,11.0,0,,,False
S200656,2024-03-08,Pro,Organic,91.74,7.0,2,6.0,2024-04-08,True
S201381,2024-02-11,Pro,Paid Ads,97.65,4.3,0,,,False
S201034,2023-03-28,Basic,Referral,29.86,7.2,1,47.0,2023-09-28,True
S201553,2024-08-12,Enterprise,Paid Ads,511.44,9.6,0,35.0,,False
S202983,2023-05-24,Basic,Organic,28.49,5.5,2,26.0,,False
S202382,2022-06-12,Pro,Paid Ads,90.99,3.1,0,46.0,2023-12-12,True
S202016,2022-08-31,Pro,Sales-led,101.91,3.2,0,31.0,2022-10-31,True
S202126,2022-04-10,Basic,Content/SEO,29.54,5.7,2,33.0,2023-06-10,True
S200905,2024-06-23,Basic,Sales-led,30.8,1.7,1,12.0,,False
S200796,2023-06-05,Basic,Paid Ads,31.58,4.9,1,,2023-11-05,True
S201958,2022-04-21,Basic,Organic,27.37,1.7,1,,2023-09-21,True
S200178,2023-03-05,Pro,Sales-led,100.69,3.8,2,31.0,2023-06-05,True
S201006,2022-07-03,Pro,Sales-led,89.3,30.0,3,33.0,2023-02-03,True
S200535,2022-01-18,Basic,Referral,28.58,16.7,1,,2023-05-18,True
S201443,2022-05-24,Pro,Organic,107.46,0.8,5,15.0,2023-04-24,True
S200608,2024-04-16,Basic,Referral,31.54,13.5,1,40.0,,False
S202145,2022-12-05,Basic,Paid Ads,29.18,22.2,4,,2023-05-05,True
S200001,2024-04-11,Basic,Sales-led,29.08,24.4,3,69.0,,False
S200335,2022-01-29,Pro,Organic,102.26,4.2,1,,,False
S202771,2023-03-10,Basic,Organic,26.56,3.8,1,42.0,,False
S202242,2022-11-24,Basic,Referral,31.73,4.4,2,-1.0,2023-05-24,True
S201640,2024-02-06,Enterprise,Organic,478.4,0.6,1,19.0,,False
S202594,2022-04-28,Basic,Organic,26.36,3.9,1,56.0,,False
S201422,2022-12-23,Basic,Organic,27.29,3.5,1,,,False
S201196,2023-06-28,Basic,Referral,26.91,17.4,2,63.0,,False
S200648,2023-09-10,Basic,Organic,30.5,0.2,1,28.0,2024-02-10,True
S200559,2023-07-11,Basic,Content/SEO,27.74,12.1,1,,,False
S202506,2022-04-29,Basic,Organic,30.47,3.9,1,13.0,,False
S201002,2022-02-07,Basic,Content/SEO,26.59,8.6,3,-34.0,2022-06-07,True
S201934,2023-02-15,Pro,Paid Ads,90.39,5.9,0,,2023-09-15,True
S200187,2024-07-14,Basic,Paid Ads,26.55,5.0,0,,,False
S202845,2024-07-20,Pro,Organic,101.36,11.0,0,39.0,,False
S200231,2022-01-07,Basic,Paid Ads,30.46,4.9,1,,2023-10-07,True
S201310,2024-07-02,Basic,Organic,28.63,10.3,1,77.0,,False
S202447,2022-12-23,Pro,Referral,91.25,10.4,2,45.0,2023-05-23,True
S201612,2024-08-01,Basic,Content/SEO,28.99,3.7,3,49.0,,False
S200774,2022-03-05,Pro,Paid Ads,107.03,6.3,0,,,False
S201272,2023-04-06,Pro,Organic,108.1,3.3,3,25.0,2023-09-06,True
S200799,2022-08-30,Basic,Content/SEO,27.83,25.9,2,19.0,2024-07-30,True
S202223,2024-08-20,Pro,Organic,99.85,1.3,2,12.0,2024-12-20,True
S202586,2022-01-25,Basic,Organic,30.17,15.1,0,41.0,,False
S201624,2023-10-01,Basic,Organic,30.28,3.8,3,33.0,,False
S200755,2024-08-28,Basic,Paid Ads,28.88,5.2,1,39.0,,False
S201716,2022-02-14,Basic,Referral,28.38,2.2,1,34.0,2024-12-14,True
S201954,2024-10-13,Basic,Paid Ads,31.56,5.9,0,11.0,,False
S201249,2022-04-28,Basic,Sales-led,26.63,15.8,1,12.0,2024-07-28,True
S200614,2023-10-25,Pro,Organic,90.69,6.9,0,51.0,,False
S202691,2023-02-09,Basic,Paid Ads,31.01,6.0,0,,2024-01-09,True
S202680,2023-06-09,Basic,Referral,30.8,1.1,2,,,False
S201911,2022-04-12,Basic,Referral,29.03,1.3,1,-11.0,2023-06-12,True
S201876,2022-07-05,Basic,Sales-led,31.03,9.8,1,6.0,2024-01-05,True
S200386,2023-07-31,Basic,Organic,30.25,5.5,1,58.0,,False
S200186,2022-09-01,Pro,Sales-led,95.82,14.1,0,,,False
S201912,2022-09-22,Basic,Organic,28.02,8.1,0,23.0,2022-11-22,True
S202863,2024-04-06,Basic,Content/SEO,31.87,20.2,4,17.0,,False
S201338,2022-12-26,Pro,Referral,106.56,8.2,2,7.0,2024-02-26,True
S201513,2024-07-18,Basic,Paid Ads,26.3,1.5,2,12.0,,False
S202887,2023-11-15,Basic,Referral,28.42,21.3,2,-10.0,2024-02-15,True
S200261,2023-07-24,Basic,Organic,30.31,11.7,2,51.0,2023-08-24,True
S201679,2024-07-24,Basic,Content/SEO,26.66,2.0,2,56.0,,False
S200904,2023-08-01,Basic,Referral,29.24,16.0,1,43.0,2024-06-01,True
S202263,2022-11-23,Basic,Organic,28.02,12.6,1,0.0,,False
S200252,2023-01-12,Basic,Organic,27.98,7.8,0,34.0,,False
S202942,2023-12-22,Basic,Paid Ads,31.35,10.9,1,32.0,,False
S201658,2023-08-21,Enterprise,Sales-led,529.95,3.6,0,19.0,,False
S200678,2023-04-05,Basic,Referral,30.12,3.3,2,,,False
S200074,2024-04-25,Enterprise,Paid Ads,454.74,2.4,1,-52.0,,False
S200598,2023-03-31,Pro,Organic,103.77,7.7,0,,,False
S201725,2024-08-05,Pro,Organic,92.64,6.3,2,45.0,,False
S200316,2023-04-19,Pro,Sales-led,107.72,6.7,1,28.0,2024-07-19,True
S200937,2023-08-14,Basic,Sales-led,27.44,2.6,1,,2024-01-14,True
S201468,2022-12-18,Basic,Organic,28.85,7.6,0,33.0,2023-01-18,True
S201454,2022-03-02,Pro,Paid Ads,94.45,2.7,0,,2023-11-02,True
S201147,2023-03-24,Basic,Sales-led,28.44,4.3,0,,,False
S202398,2022-09-27,Basic,Organic,28.18,7.7,0,,,False
S201306,2022-10-16,Enterprise,Sales-led,464.64,4.5,3,75.0,,False
S202164,2023-09-04,Basic,Paid Ads,29.79,1.7,1,55.0,2024-05-04,True
S202088,2024-09-10,Basic,Paid Ads,28.29,4.5,2,41.0,,False
S200323,2024-01-06,Basic,Organic,26.25,6.9,0,7.0,,False
S202316,2022-08-21,Basic,Referral,29.89,22.7,1,,2023-09-21,True
S202181,2024-03-01,Basic,Paid Ads,30.65,8.1,2,89.0,,False
S200635,2024-07-10,Basic,Organic,27.61,18.4,2,-4.0,,False
S201116,2022-01-11,Pro,Sales-led,94.84,19.1,0,36.0,,False
S201267,2023-11-26,Basic,Content/SEO,31.15,15.6,4,99.0,2024-05-26,True
S201285,2024-02-25,Pro,Content/SEO,93.47,7.0,2,24.0,,False
S201472,2023-09-13,Enterprise,Content/SEO,495.1,5.0,1,47.0,,False
S202667,2023-10-07,Pro,Content/SEO,101.3,1.0,0,,2024-05-07,True
S202584,2024-06-20,Basic,Paid Ads,27.71,2.3,1,28.0,,False
S201209,2024-05-20,Enterprise,Organic,499.09,8.4,2,74.0,,False
S202537,2024-04-26,Enterprise,Referral,518.53,3.5,2,9.0,,False
S200743,2024-05-16,Pro,Sales-led,97.86,13.2,1,31.0,,False
S202632,2023-05-04,Pro,Paid Ads,91.77,8.6,3,42.0,,False
S200286,2023-02-26,Basic,Content/SEO,31.45,18.0,2,22.0,2024-12-26,True
S200955,2023-06-27,Basic,Content/SEO,30.72,6.4,2,,,False
S200152,2023-05-27,Basic,Paid Ads,31.34,24.7,1,9.0,,False
S201399,2022-04-03,Pro,Organic,102.24,8.3,3,,,False
S202176,2024-03-19,Basic,Content/SEO,27.59,4.9,0,41.0,,False
S200761,2023-08-14,Basic,Paid Ads,28.12,5.4,0,,2023-09-14,True
